
 num     #instances         #bytes  class name
 979:            33            792  org.hibernate.persister.walking.internal.EntityIdentifierDefinitionHelper$1
 980:            33            792  sun.misc.CompoundEnumeration
 981:            14            784  com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
 982:            32            768  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
 983:            32            768  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy
 984:            24            768  java.util.regex.Pattern$Curly
 985:            24            768  org.apache.catalina.util.ContextName
 986:             8            768  org.apache.ibatis.mapping.MappedStatement
 987:            12            768  org.aspectj.weaver.patterns.KindedPointcut
 988:            32            768  org.hibernate.cfg.Configuration$MappingsImpl$TableDescription
 989:            32            768  org.hibernate.mapping.PrimaryKey
 990:            32            768  org.springframework.core.io.FileSystemResource
 991:            24            768  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
 992:            16            768  sun.nio.cs.StreamDecoder
 993:            24            768  sun.security.x509.OIDMap$OIDInfo
 994:            31            744  java.util.regex.Pattern$GroupTail
 995:            31            744  org.apache.ibatis.type.JdbcType
 996:            31            744  org.apache.naming.NamingEntry
 997:            31            744  org.hibernate.id.IdentityGenerator$BasicDelegate
 998:             4            736  org.aspectj.weaver.reflect.ReflectionWorld
 999:            13            728  com.fasterxml.jackson.databind.MappingJsonFactory
1000:            18            720  com.sun.jmx.mbeanserver.PerInterface
1001:            18            720  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$CharacterBufferPool
1002:            18            720  com.sun.org.apache.xerces.internal.impl.XMLErrorReporter
1003:            18            720  com.sun.org.apache.xerces.internal.impl.XMLVersionDetector
1004:            30            720  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket
1005:            18            720  com.sun.org.apache.xerces.internal.util.XMLAttributesImpl
1006:            18            720  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager
1007:            18            720  com.sun.xml.internal.stream.XMLEntityStorage
1008:            15            720  java.lang.management.PlatformComponent
1009:            30            720  java.net.URLClassLoader$3
1010:            30            720  java.util.regex.Pattern$GroupHead
1011:            10            720  org.aspectj.weaver.patterns.WildTypePattern
1012:            22            704  com.fasterxml.jackson.databind.SerializationFeature
1013:            22            704  com.fasterxml.jackson.databind.SerializationFeature
1014:            22            704  com.nubia.channel.controller.CustomerSearchController$ExcelTitle
1015:            11            704  java.security.SecureRandom
1016:            22            704  org.springframework.http.converter.StringHttpMessageConverter
1017:            29            696  org.apache.tomcat.util.descriptor.tld.ValidatorXml
1018:            29            696  org.springframework.core.SerializableTypeWrapper$2
1019:            29            688  [Ljava.security.cert.Certificate;
1020:            21            672  com.fasterxml.jackson.databind.DeserializationFeature
1021:            21            672  com.fasterxml.jackson.databind.DeserializationFeature
1022:            21            672  com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder$Linked
1023:            21            672  java.lang.reflect.WeakCache$CacheKey
1024:            21            672  java.util.Locale
1025:            12            672  org.apache.tomcat.util.descriptor.web.WebRuleSet
1026:            12            672  org.aspectj.internal.lang.reflect.AjTypeImpl
1027:            28            672  org.hibernate.dialect.function.NoArgSQLFunction
1028:            28            672  org.slf4j.impl.Log4jLoggerAdapter
1029:            42            672  org.springframework.core.convert.support.ObjectToStringConverter
1030:            28            672  sun.reflect.ByteVectorImpl
1031:            21            672  sun.util.locale.BaseLocale
1032:            41            656  sun.reflect.generics.reflectiveObjects.GenericArrayTypeImpl
1033:            27            648  com.sun.org.apache.xalan.internal.utils.FeatureManager
1034:             9            648  java.util.logging.LogRecord
1035:            27            648  org.apache.tomcat.util.res.StringManager
1036:            27            648  org.springframework.beans.AbstractNestablePropertyAccessor$PropertyTokenHolder
1037:            22            640  [Ljava.io.ObjectStreamField;
1038:             1            640  [Lredis.clients.jedis.Protocol$Command;
1039:             1            640  [Lredis.clients.jedis.Protocol$Command;
1040:            20            640  [[Lcom.sun.org.apache.xerces.internal.xni.QName;
1041:             8            640  org.apache.tomcat.websocket.pojo.PojoMethodMapping$MessageHandlerInfo
1042:             4            640  org.aspectj.weaver.Lint
1043:             1            632  [Lorg.apache.tomcat.util.net.jsse.openssl.Cipher;
1044:            39            624  cn.nubia.framework.validator.internal.metadata.raw.ExecutableElement$ConstructorElement
1045:            13            624  com.fasterxml.jackson.core.sym.BytesToNameCanonicalizer$TableInfo
1046:            26            624  com.google.gson.internal.bind.TypeAdapters$32
1047:            26            624  com.google.gson.internal.bind.TypeAdapters$32
1048:            26            624  com.sun.org.apache.xalan.internal.utils.XMLSecurityPropertyManager
1049:            39            624  com.sun.proxy.$Proxy12
1050:            26            624  java.security.spec.ECFieldF2m
1051:            13            624  java.util.Properties$LineReader
1052:             6            624  org.apache.tomcat.websocket.server.WsServerContainer
1053:            13            624  org.hibernate.hql.internal.ast.tree.Node
1054:            26            624  org.springframework.core.annotation.SynthesizedAnnotationInvocationHandler
1055:            13            624  sun.util.locale.provider.LocaleResources$ResourceReference
1056:             7            616  com.fasterxml.jackson.databind.ser.BeanPropertyWriter
1057:            11            616  javax.management.openmbean.CompositeType
1058:            19            608  java.time.format.DateTimeFormatterBuilder$NumberPrinterParser
1059:            19            608  sun.management.DiagnosticCommandImpl$Wrapper
1060:            15            600  java.text.MessageFormat
1061:            25            600  org.apache.tomcat.util.bcel.classfile.ConstantInteger
1062:            25            600  sun.nio.cs.CharsetMapping$Entry
1063:            10            592  [Lorg.aspectj.weaver.ResolvedMember;
1064:            36            576  [Lorg.apache.catalina.InstanceListener;
1065:             4            576  [Lorg.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment;
1066:             4            576  [Lorg.hibernate.internal.util.collections.BoundedConcurrentHashMap$Segment;
1067:            18            576  com.fasterxml.jackson.databind.MapperFeature
1068:            18            576  com.fasterxml.jackson.databind.MapperFeature
1069:            12            576  com.fasterxml.jackson.databind.type.SimpleType
1070:            18            576  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver
1071:            36            576  com.sun.proxy.$Proxy54
1072:            18            576  freemarker.ext.beans.OverloadedFixArgMethods
1073:            18            576  org.apache.commons.pool2.impl.BaseGenericObjectPool$StatsStore
1074:            18            576  org.apache.commons.pool2.impl.BaseGenericObjectPool$StatsStore
1075:             6            576  org.apache.jasper.EmbeddedServletOptions
1076:             8            576  org.apache.juli.ClassLoaderLogManager$RootLogger
1077:            24            576  org.apache.tomcat.util.descriptor.web.TaglibLocationRule
1078:            18            576  org.apache.tomcat.util.scan.JarFileUrlJar
1079:             8            576  org.aspectj.weaver.CrosscuttingMembersSet
1080:             8            576  org.aspectj.weaver.patterns.SignaturePattern
1081:            18            576  org.aspectj.weaver.patterns.TypePatternList
1082:            24            576  org.aspectj.weaver.tools.PointcutPrimitive
1083:            24            576  org.aspectj.weaver.tools.PointcutPrimitive
1084:            24            576  org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter
1085:            36            576  sun.reflect.ConstantPool
1086:             2            560  [Lorg.springframework.http.HttpStatus;
1087:            14            560  javax.management.openmbean.SimpleType
1088:            14            560  org.springframework.beans.factory.support.ManagedList
1089:            35            560  org.springframework.core.convert.support.ObjectToStringConverter
1090:            10            560  sun.invoke.util.Wrapper
1091:            23            552  org.apache.tomcat.util.descriptor.XmlErrorHandler
1092:            23            552  sun.reflect.annotation.AnnotationParser$1
1093:            17            544  com.sun.org.apache.xerces.internal.jaxp.SAXParserFactoryImpl
1094:            34            544  java.net.URLClassLoader$3$1
1095:            34            544  java.util.regex.Pattern$BranchConn
1096:            17            544  org.apache.catalina.core.ApplicationFilterConfig
1097:             1            528  [Ljava.lang.Character;
1098:            33            528  com.sun.proxy.$Proxy30
1099:            33            528  com.sun.proxy.$Proxy31
1100:            33            528  com.sun.proxy.$Proxy6
1101:            33            528  com.sun.proxy.$Proxy62
1102:            33            528  com.sun.proxy.$Proxy63
1103:            11            528  org.apache.catalina.util.StandardSessionIdGenerator
1104:            22            528  org.hibernate.loader.plan.build.internal.spaces.CompositePropertyMapping
1105:            33            528  org.hibernate.persister.walking.internal.EntityIdentifierDefinitionHelper$AttributeDefinitionAdapter
1106:             6            528  org.springframework.http.converter.json.Jackson2ObjectMapperBuilder
1107:            22            528  org.xml.sax.helpers.AttributesImpl
1108:             7            512  [Lsun.invoke.util.Wrapper;
1109:            16            512  com.nubia.channel.controller.BasicDataController$ExcelTitle
1110:            32            512  com.sun.proxy.$Proxy28
1111:            16            512  java.time.temporal.ChronoUnit
1112:            16            512  org.apache.catalina.startup.SetNextNamingRule
1113:            16            512  org.apache.tomcat.util.descriptor.web.FilterMap
1114:             8            512  org.aspectj.weaver.patterns.KindedPointcut
1115:            32            512  org.hibernate.engine.spi.IdentifierValue
1116:            32            512  org.hibernate.id.IdentityGenerator
1117:            16            512  org.hibernate.type.AdaptedImmutableType
1118:            16            512  org.hibernate.type.AdaptedImmutableType
1119:            32            512  org.springframework.aop.framework.CglibAopProxy$StaticUnadvisedInterceptor
1120:            16            512  org.springframework.http.converter.xml.SourceHttpMessageConverter
1121:             2            512  org.springframework.orm.hibernate4.LocalSessionFactoryBuilder
1122:             2            512  org.springframework.orm.hibernate4.LocalSessionFactoryBuilder
1123:             8            512  org.springframework.util.LinkedCaseInsensitiveMap
1124:            21            504  java.lang.ThreadLocal$ThreadLocalMap
1125:            21            504  java.util.AbstractMap$SimpleImmutableEntry
1126:            21            504  java.util.Locale$LocaleKey
1127:            21            504  java.util.regex.Pattern$BitClass
1128:            21            504  org.apache.tomcat.util.descriptor.LocalResolver
1129:            21            504  org.hibernate.dialect.function.NoArgSQLFunction
1130:            21            504  org.springframework.core.convert.TypeDescriptor
1131:            21            504  sun.security.x509.AVAKeyword
1132:            19            488  [Lsun.management.DiagnosticCommandArgumentInfo;
1133:            24            480  [Lorg.apache.catalina.Valve;
1134:            10            480  cn.nubia.framework.validator.internal.util.ConcurrentReferenceHashMap
1135:            15            480  com.nubia.channel.controller.StoreUpgradeController$ExcelDetailTitle
1136:            30            480  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver
1137:            30            480  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver
1138:            30            480  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver
1139:            30            480  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammar$QNameHashtable
1140:             3            480  com.sun.org.apache.xerces.internal.impl.xs.SchemaGrammar$BuiltinSchemaGrammar
1141:            12            480  java.io.BufferedWriter
1142:            10            480  java.util.Hashtable$Enumerator
1143:            30            480  java.util.regex.Pattern$Begin
1144:             6            480  org.apache.catalina.webresources.StandardRoot
1145:             6            480  org.apache.jasper.compiler.JspRuntimeContext
1146:            10            480  org.aspectj.weaver.TypeVariable
1147:            20            480  org.springframework.core.convert.support.GenericConversionService$ConverterFactoryAdapter
1148:            12            480  sun.misc.URLClassPath
1149:            10            480  sun.security.x509.X500Name
1150:            19            472  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
1151:            19            456  java.time.Duration
1152:            19            456  org.hibernate.dialect.function.SQLFunctionTemplate
1153:            19            456  org.hibernate.dialect.function.TemplateRenderer
1154:            19            456  org.springframework.beans.factory.config.BeanDefinitionHolder
1155:            14            448  com.sun.org.apache.xml.internal.dtm.ref.ExtendedType
1156:            28            448  com.sun.proxy.$Proxy72
1157:             8            448  javax.management.openmbean.OpenMBeanParameterInfoSupport
1158:            14            448  org.apache.catalina.LifecycleState
1159:             8            448  org.aspectj.weaver.World$TypeMap
1160:            14            448  org.aspectj.weaver.patterns.TypePatternList
1161:            14            448  org.aspectj.weaver.reflect.ReflectionVar
1162:            14            448  org.springframework.format.support.FormattingConversionService$PrinterConverter
1163:            14            448  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor
1164:            14            448  org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor
1165:            28            448  org.springframework.web.servlet.mvc.method.annotation.ResponseBodyAdviceChain
1166:             8            448  sun.security.provider.SHA
1167:            11            440  org.apache.commons.pool2.impl.BaseGenericObjectPool$Evictor
1168:            11            440  org.apache.commons.pool2.impl.BaseGenericObjectPool$Evictor
1169:            11            440  org.hibernate.loader.plan.build.internal.returns.CompositeAttributeFetchImpl
1170:            11            440  org.hibernate.loader.plan.build.internal.spaces.CompositeQuerySpaceImpl
1171:            11            440  org.hibernate.loader.plan.build.internal.spaces.JoinImpl
1172:            11            440  sun.nio.cs.ISO_8859_1$Decoder
1173:             1            432  [[[C
1174:             9            432  com.fasterxml.jackson.databind.type.SimpleType
1175:             9            432  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping
1176:            18            432  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter
1177:            18            432  com.sun.org.apache.xerces.internal.impl.validation.ValidationManager
1178:            18            432  com.sun.org.apache.xerces.internal.util.SymbolTable
1179:            18            432  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager
1180:            18            432  freemarker.ext.beans.OverloadedMethods
1181:            18            432  java.io.OutputStreamWriter
1182:            18            432  java.lang.Class$1
1183:             9            432  java.lang.ThreadGroup
1184:            18            432  java.text.DateFormat$Field
1185:            27            432  javax.naming.CompositeName
1186:             6            432  org.aspectj.weaver.patterns.WildTypePattern
1187:            18            432  org.springframework.beans.factory.config.BeanExpressionContext
1188:            18            432  org.springframework.web.accept.ContentNegotiationManager
1189:            13            416  [Ljava.lang.StringBuilder;
1190:            26            416  cn.nubia.framework.validator.internal.util.logging.Log_$logger
1191:            26            416  cn.nubia.framework.validator.internal.util.logging.Log_$logger
1192:            13            416  com.alibaba.druid.support.logging.Log4jImpl
1193:            26            416  com.fasterxml.jackson.databind.util.RootNameLookup
1194:            13            416  com.nubia.channel.controller.StoreUpgradeController$ExcelTitle
1195:             4            416  com.sun.org.apache.xerces.internal.impl.dv.xs.AbstractDateTimeDV$DateTimeData
1196:            26            416  com.sun.proxy.$Proxy74
1197:            13            416  java.util.concurrent.ConcurrentHashMap$ForwardingNode
1198:            26            416  java.util.concurrent.atomic.AtomicReference
1199:            13            416  javax.servlet.jsp.tagext.TagVariableInfo
1200:             2            416  org.springframework.beans.factory.support.DefaultListableBeanFactory
1201:             2            416  org.springframework.beans.factory.support.DefaultListableBeanFactory
1202:            13            416  sun.security.x509.AlgorithmId
1203:            10            408  [Lorg.aspectj.weaver.patterns.NamePattern;
1204:            17            408  org.springframework.beans.factory.config.BeanDefinitionHolder
1205:            17            408  org.springframework.beans.factory.config.RuntimeBeanReference
1206:            17            400  [Ljava.beans.PropertyChangeListener;
1207:            25            400  com.fasterxml.jackson.databind.introspect.AnnotationMap
1208:            10            400  com.sun.org.apache.xerces.internal.impl.xpath.regex.RangeToken
1209:             2            400  org.hibernate.stat.internal.ConcurrentStatisticsImpl
1210:             2            400  org.hibernate.stat.internal.ConcurrentStatisticsImpl
1211:            25            400  org.springframework.core.ResolvableType$DefaultVariableResolver
1212:            18            392  [Lorg.aspectj.weaver.patterns.TypePattern;
1213:             7            392  org.apache.catalina.core.NamingContextListener
1214:             7            392  org.apache.ibatis.mapping.ResultMap
1215:             1            392  org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller
1216:             1            384  com.alibaba.druid.pool.DruidDataSource$CreateConnectionThread
1217:             1            384  com.alibaba.druid.pool.DruidDataSource$DestroyConnectionThread
1218:             6            384  com.fasterxml.jackson.databind.introspect.AnnotatedClass
1219:             6            384  com.fasterxml.jackson.databind.introspect.BasicBeanDescription
1220:            16            384  java.io.InputStreamReader
1221:             1            384  java.lang.ref.Finalizer$FinalizerThread
1222:             6            384  java.nio.DirectByteBuffer
1223:             8            384  java.util.StringTokenizer
1224:             1            384  java.util.logging.LogManager$Cleaner
1225:             6            384  org.apache.catalina.core.ApplicationContext
1226:             6            384  org.apache.catalina.loader.WebappLoader
1227:             6            384  org.apache.catalina.mapper.Mapper$ContextVersion
1228:             6            384  org.apache.catalina.servlets.DefaultServlet
1229:             1            384  org.apache.catalina.startup.Catalina$CatalinaShutdownHook
1230:             8            384  org.apache.ibatis.reflection.Reflector
1231:             1            384  org.apache.juli.ClassLoaderLogManager$Cleaner
1232:             8            384  org.springframework.aop.aspectj.AspectJExpressionPointcut
1233:            16            384  org.springframework.http.converter.ByteArrayHttpMessageConverter
1234:            12            384  org.springframework.http.converter.json.MappingJackson2HttpMessageConverter
1235:            16            384  org.springframework.web.method.annotation.ModelAttributeMethodProcessor
1236:             4            384  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping
1237:             1            376  com.mysql.jdbc.AbandonedConnectionCleanupThread
1238:             1            376  java.lang.ref.Reference$ReferenceHandler
1239:             1            376  sun.misc.GC$Daemon
1240:            10            368  [Lsun.security.x509.RDN;
1241:            23            368  org.springframework.aop.framework.adapter.MethodBeforeAdviceInterceptor
1242:            15            360  javax.management.StandardMBean
1243:            15            360  javax.websocket.CloseReason$CloseCodes
1244:            15            360  org.apache.tomcat.util.net.jsse.openssl.Encryption
1245:            15            360  org.springframework.web.util.UrlPathHelper
1246:            15            360  sun.misc.MetaIndex
1247:             8            352  [Lorg.springframework.asm.Type;
1248:            14            352  [[Ljava.lang.annotation.Annotation;
1249:            11            352  javax.management.MBeanConstructorInfo
1250:            11            352  org.springframework.core.SerializableTypeWrapper$MethodInvokeTypeProvider
1251:            14            336  com.fasterxml.jackson.databind.introspect.MemberKey
1252:             7            336  com.fasterxml.jackson.databind.introspect.POJOPropertyBuilder
1253:            14            336  com.google.gson.internal.bind.TypeAdapters$33
1254:            14            336  com.google.gson.internal.bind.TypeAdapters$33
1255:            14            336  java.lang.RuntimePermission
1256:             6            336  java.nio.DirectLongBufferU
1257:            14            336  java.util.BitSet
1258:             6            336  org.apache.catalina.core.DefaultInstanceManager
1259:             7            336  org.apache.catalina.mbeans.NamingResourcesMBean
1260:             6            336  org.apache.catalina.startup.ContextConfig
1261:             6            336  org.apache.catalina.webresources.Cache
1262:             6            336  org.apache.catalina.webresources.DirResourceSet
1263:             6            336  org.apache.tomcat.util.scan.StandardJarScanFilter
1264:             6            336  org.hibernate.type.EmbeddedComponentType
1265:             7            336  org.springframework.aop.framework.AdvisedSupport
1266:            14            336  org.springframework.aop.framework.InterceptorAndDynamicMethodMatcher
1267:            14            336  org.springframework.context.support.MessageSourceAccessor
1268:            14            336  org.springframework.format.support.FormattingConversionService$ParserConverter
1269:            14            336  org.springframework.http.converter.ResourceHttpMessageConverter
1270:            14            336  org.springframework.util.MimeType
1271:            14            336  org.springframework.util.MimeType
1272:            14            336  org.springframework.web.method.support.HandlerMethodArgumentResolverComposite
1273:             6            336  sun.management.MemoryPoolImpl
1274:            14            336  sun.reflect.Label$PatchInfo
1275:            16            328  [Ljava.lang.management.PlatformComponent;
1276:            10            320  [[Lcom.sun.org.apache.xerces.internal.impl.dtd.models.ContentModelValidator;
1277:            10            320  [[Lcom.sun.org.apache.xerces.internal.impl.dv.DatatypeValidator;
1278:            10            320  [[[Ljava.lang.String;
1279:            10            320  com.fasterxml.jackson.core.JsonGenerator$Feature
1280:            10            320  com.fasterxml.jackson.core.JsonGenerator$Feature
1281:            10            320  com.fasterxml.jackson.core.JsonParser$Feature
1282:            10            320  com.fasterxml.jackson.core.JsonParser$Feature
1283:             8            320  com.sun.org.apache.xerces.internal.dom.DeferredCDATASectionImpl
1284:            10            320  com.sun.org.apache.xerces.internal.impl.dtd.XMLNotationDecl
1285:            10            320  com.sun.xml.internal.stream.StaxXMLInputSource
1286:             8            320  java.io.PrintWriter
1287:            20            320  java.net.URLConnection$1
1288:            20            320  java.security.spec.ECFieldFp
1289:            10            320  java.util.ResourceBundle$Control$1
1290:             8            320  org.apache.tomcat.util.descriptor.web.SecurityCollection
1291:             8            320  org.springframework.beans.factory.support.ManagedList
1292:             8            320  org.springframework.cglib.proxy.Enhancer$EnhancerKey$$KeyFactoryByCGLIB$$4ce19e8f
1293:             8            320  org.springframework.util.AntPathMatcher
1294:            10            320  sun.misc.URLClassPath$2
1295:             8            320  sun.rmi.transport.tcp.TCPEndpoint
1296:             4            320  sun.security.x509.X509CertImpl
1297:             6            312  [Lcom.sun.org.apache.xerces.internal.impl.xs.util.SimpleLocator;
1298:            15            312  [Lorg.apache.tomcat.util.descriptor.web.SecurityConstraint;
1299:            13            312  com.fasterxml.jackson.databind.deser.DeserializerCache
1300:            13            312  com.fasterxml.jackson.databind.ser.SerializerCache
1301:             3            312  java.io.ObjectStreamClass
1302:            13            312  java.lang.management.ManagementPermission
1303:            13            312  org.apache.catalina.util.ResourceSet
1304:            13            312  org.apache.ibatis.scripting.xmltags.VarDeclSqlNode
1305:            13            312  org.apache.log4j.Level
1306:            13            312  org.apache.log4j.Level
1307:            13            312  org.aspectj.weaver.Shadow$Kind
1308:            13            312  org.aspectj.weaver.Shadow$Kind
1309:            12            296  [Lorg.apache.tomcat.util.descriptor.web.FilterMap;
1310:            14            296  [Lorg.aspectj.weaver.patterns.TypePattern;
1311:            10            288  [Ljava.io.File;
1312:             8            288  [Ljava.lang.Boolean;
1313:             2            288  [Lorg.apache.ibatis.type.JdbcType;
1314:             9            288  com.fasterxml.classmate.types.ResolvedPrimitiveType
1315:             9            288  com.fasterxml.classmate.types.ResolvedPrimitiveType
1316:            12            288  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$ContentDriver
1317:            18            288  com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl
1318:            12            288  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$CharToken
1319:            18            288  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy
1320:            18            288  com.sun.proxy.$Proxy83
1321:             9            288  java.lang.OutOfMemoryError
1322:             9            288  java.lang.Throwable
1323:             9            288  java.lang.invoke.BoundMethodHandle$Species_L
1324:            12            288  java.net.InetAddress$InetAddressHolder
1325:             9            288  java.util.Formatter
1326:             6            288  java.util.concurrent.ConcurrentSkipListMap
1327:             9            288  java.util.concurrent.locks.AbstractQueuedSynchronizer$Node
1328:             9            288  java.util.logging.Level
1329:             6            288  javax.websocket.server.DefaultServerEndpointConfig
1330:             9            288  jdk.internal.org.objectweb.asm.Type
1331:             6            288  org.apache.catalina.core.StandardContextValve
1332:            12            288  org.apache.catalina.startup.SetAllPropertiesRule
1333:             6            288  org.apache.ibatis.session.Configuration$StrictMap
1334:            12            288  org.apache.tomcat.util.descriptor.web.AbsoluteOrderingRule
1335:            12            288  org.apache.tomcat.util.descriptor.web.IgnoreAnnotationsRule
1336:            12            288  org.apache.tomcat.util.descriptor.web.NameRule
1337:            12            288  org.apache.tomcat.util.descriptor.web.RelativeOrderingRule
1338:            12            288  org.apache.tomcat.util.descriptor.web.ServiceQnameRule
1339:            12            288  org.apache.tomcat.util.descriptor.web.ServletDefCreateRule
1340:            12            288  org.apache.tomcat.util.descriptor.web.SetAuthConstraintRule
1341:            12            288  org.apache.tomcat.util.descriptor.web.SetDistributableRule
1342:            12            288  org.apache.tomcat.util.descriptor.web.SetJspConfig
1343:            12            288  org.apache.tomcat.util.descriptor.web.SetLoginConfig
1344:            12            288  org.apache.tomcat.util.descriptor.web.SetOverrideRule
1345:            12            288  org.apache.tomcat.util.descriptor.web.SetPublicIdRule
1346:            12            288  org.apache.tomcat.util.descriptor.web.SetSessionConfig
1347:            12            288  org.apache.tomcat.util.descriptor.web.SoapHeaderRule
1348:            12            288  org.apache.tomcat.util.descriptor.web.VersionRule
1349:             1            288  org.apache.tomcat.util.net.NioEndpoint
1350:            12            288  org.apache.tomcat.util.net.jsse.openssl.Authentication
1351:            12            288  org.apache.tomcat.util.net.jsse.openssl.KeyExchange
1352:            12            288  org.apache.tomcat.websocket.server.UriTemplate$Segment
1353:            12            288  org.aspectj.apache.bcel.generic.ObjectType
1354:             4            288  org.aspectj.weaver.CrosscuttingMembersSet
1355:             6            288  org.aspectj.weaver.TypeVariable
1356:            12            288  org.hibernate.LockMode
1357:            12            288  org.hibernate.LockMode
1358:            12            288  org.hibernate.annotations.CascadeType
1359:            12            288  org.hibernate.annotations.CascadeType
1360:             6            288  org.hibernate.tuple.component.PojoComponentTuplizer
1361:             4            288  org.springframework.beans.factory.support.ManagedMap
1362:            12            288  org.springframework.core.NamedThreadLocal
1363:            12            288  org.springframework.format.datetime.standard.TemporalAccessorParser
1364:            18            288  org.springframework.web.accept.HeaderContentNegotiationStrategy
1365:            18            288  org.springframework.web.context.request.RequestScope
1366:            12            288  org.springframework.web.method.annotation.ExpressionValueMethodArgumentResolver
1367:            12            288  org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMethodArgumentResolver
1368:            12            288  org.springframework.web.servlet.mvc.method.annotation.PathVariableMethodArgumentResolver
1369:             2            288  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter
1370:            12            288  org.springframework.web.servlet.mvc.method.annotation.ServletModelAttributeMethodProcessor
1371:             9            288  sun.security.jca.ProviderConfig
1372:             7            280  com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit
1373:             7            280  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit
1374:             7            280  java.util.ArrayList$SubList
1375:             7            280  java.util.ArrayList$SubList$1
1376:             5            280  javax.management.openmbean.OpenMBeanOperationInfoSupport
1377:             5            280  org.springframework.core.env.PropertySourcesPropertyResolver
1378:             6            272  [Lorg.aspectj.weaver.patterns.NamePattern;
1379:            17            272  com.sun.proxy.$Proxy76
1380:             2            272  freemarker.template.Configuration
1381:            17            272  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser
1382:            17            272  org.apache.ibatis.reflection.invoker.GetFieldInvoker
1383:             2            272  org.hibernate.cfg.Settings
1384:             2            272  org.hibernate.cfg.Settings
1385:             2            272  org.hibernate.internal.SessionFactoryImpl
1386:             2            272  org.hibernate.internal.SessionFactoryImpl
1387:            11            264  com.fasterxml.jackson.databind.PropertyName
1388:             3            264  java.net.URLClassLoader
1389:            11            264  org.hibernate.loader.plan.build.internal.spaces.CompositePropertyMapping
1390:             4            256  [Lcom.sun.org.apache.xerces.internal.impl.xs.XSElementDecl;
1391:            12            256  [Lorg.apache.tomcat.util.descriptor.web.SecurityCollection;
1392:            11            256  [Lorg.aspectj.weaver.TypeVariable;
1393:             4            256  cn.nubia.framework.validator.internal.engine.ValidatorFactoryImpl
1394:             4            256  com.fasterxml.classmate.util.ResolvedTypeCache$CacheMap
1395:             8            256  com.fasterxml.jackson.core.io.SerializedString
1396:             4            256  com.fasterxml.jackson.databind.introspect.AnnotatedClass
1397:             4            256  com.fasterxml.jackson.databind.introspect.BasicBeanDescription
1398:             1            256  com.mysql.jdbc.MysqlIO
1399:            16            256  com.sun.org.apache.xerces.internal.utils.SecuritySupport$3
1400:             8            256  java.security.MessageDigest$Delegate
1401:             8            256  org.apache.juli.ClassLoaderLogManager$ClassLoaderLogInfo
1402:             8            256  org.apache.tomcat.util.descriptor.web.SecurityConstraint
1403:             8            256  org.aspectj.weaver.internal.tools.PointcutExpressionImpl
1404:             4            256  org.aspectj.weaver.patterns.OrPointcut
1405:             4            256  org.aspectj.weaver.patterns.OrPointcut
1406:             2            256  org.springframework.web.context.support.XmlWebApplicationContext
1407:             2            256  org.springframework.web.context.support.XmlWebApplicationContext
1408:             8            256  org.springframework.web.method.annotation.RequestParamMethodArgumentResolver
1409:             8            256  sun.misc.ProxyGenerator$PrimitiveTypeInfo
1410:             8            256  sun.security.provider.SecureRandom
1411:             3            240  [Lcom.sun.org.apache.xerces.internal.impl.xs.XSComplexTypeDecl;
1412:             2            240  [Lsun.nio.cs.CharsetMapping$Entry;
1413:            10            240  com.fasterxml.classmate.util.ClassKey
