
 num     #instances         #bytes  class name
2924:             2             48  org.hibernate.event.service.internal.EventListenerRegistryImpl
2925:             3             48  org.hibernate.exception.internal.SQLStateConversionDelegate
2926:             3             48  org.hibernate.exception.internal.SQLStateConversionDelegate
2927:             2             48  org.hibernate.hql.internal.ast.ErrorCounter
2928:             1             48  org.hibernate.hql.internal.ast.tree.FromElementType
2929:             2             48  org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory
2930:             2             48  org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory
2931:             2             48  org.hibernate.internal.SessionFactoryImpl$1IntegratorObserver
2932:             2             48  org.hibernate.internal.SessionFactoryImpl$1IntegratorObserver
2933:             3             48  org.hibernate.internal.util.MarkerObject
2934:             2             48  org.hibernate.internal.util.xml.XMLHelper
2935:             2             48  org.hibernate.internal.util.xml.XMLHelper
2936:             2             48  org.hibernate.mapping.Table$ForeignKeyKey
2937:             1             48  org.hibernate.tuple.entity.EntityBasedAssociationAttribute
2938:             3             48  org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor
2939:             2             48  org.springframework.aop.aspectj.annotation.AspectMetadata
2940:             2             48  org.springframework.aop.aspectj.annotation.BeanFactoryAspectInstanceFactory
2941:             2             48  org.springframework.aop.aspectj.annotation.LazySingletonAspectInstanceFactoryDecorator
2942:             2             48  org.springframework.aop.aspectj.annotation.ReflectiveAspectJAdvisorFactory
2943:             2             48  org.springframework.aop.aspectj.annotation.ReflectiveAspectJAdvisorFactory
2944:             2             48  org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator$BeanFactoryAdvisorRetrievalHelperAdapter
2945:             2             48  org.springframework.aop.framework.autoproxy.AbstractAdvisorAutoProxyCreator$BeanFactoryAdvisorRetrievalHelperAdapter
2946:             2             48  org.springframework.beans.factory.config.RuntimeBeanNameReference
2947:             2             48  org.springframework.beans.support.ResourceEditorRegistrar
2948:             2             48  org.springframework.beans.support.ResourceEditorRegistrar
2949:             2             48  org.springframework.cglib.core.AbstractClassGenerator$Source
2950:             2             48  org.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase
2951:             2             48  org.springframework.context.annotation.ConfigurationCondition$ConfigurationPhase
2952:             2             48  org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver
2953:             2             48  org.springframework.context.annotation.ContextAnnotationAutowireCandidateResolver
2954:             2             48  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
2955:             2             48  org.springframework.context.event.AbstractApplicationEventMulticaster$ListenerCacheKey
2956:             2             48  org.springframework.context.support.PostProcessorRegistrationDelegate$ApplicationListenerDetector
2957:             2             48  org.springframework.context.support.PostProcessorRegistrationDelegate$ApplicationListenerDetector
2958:             2             48  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker
2959:             2             48  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker
2960:             2             48  org.springframework.context.support.PropertySourcesPlaceholderConfigurer$2
2961:             2             48  org.springframework.core.convert.converter.ConvertingComparator
2962:             2             48  org.springframework.core.convert.converter.ConvertingComparator
2963:             2             48  org.springframework.core.convert.support.GenericConversionService$ConverterCacheKey
2964:             2             48  org.springframework.core.env.PropertiesPropertySource
2965:             2             48  org.springframework.core.type.classreading.CachingMetadataReaderFactory
2966:             2             48  org.springframework.core.type.classreading.CachingMetadataReaderFactory
2967:             2             48  org.springframework.expression.spel.support.StandardTypeLocator
2968:             2             48  org.springframework.expression.spel.support.StandardTypeLocator
2969:             2             48  org.springframework.http.converter.ResourceHttpMessageConverter
2970:             1             48  org.springframework.jdbc.core.JdbcTemplate
2971:             2             48  org.springframework.orm.hibernate4.SpringSessionContext
2972:             2             48  org.springframework.orm.hibernate4.SpringSessionContext
2973:             3             48  org.springframework.transaction.interceptor.NameMatchTransactionAttributeSource
2974:             2             48  org.springframework.util.ConcurrentReferenceHashMap$ReferenceType
2975:             2             48  org.springframework.util.ConcurrentReferenceHashMap$ReferenceType
2976:             2             48  org.springframework.util.ConcurrentReferenceHashMap$Restructure
2977:             2             48  org.springframework.util.ConcurrentReferenceHashMap$Restructure
2978:             2             48  org.springframework.util.comparator.InvertibleComparator
2979:             2             48  org.springframework.util.comparator.InvertibleComparator
2980:             2             48  org.springframework.validation.beanvalidation.LocalValidatorFactoryBean$1
2981:             2             48  org.springframework.web.context.support.ServletContextAwareProcessor
2982:             2             48  org.springframework.web.context.support.ServletContextAwareProcessor
2983:             2             48  org.springframework.web.context.support.ServletContextPropertySource
2984:             2             48  org.springframework.web.context.support.ServletContextPropertySource
2985:             2             48  org.springframework.web.context.support.ServletContextResourcePatternResolver
2986:             2             48  org.springframework.web.context.support.ServletContextResourcePatternResolver
2987:             2             48  org.springframework.web.context.support.ServletContextScope
2988:             2             48  org.springframework.web.context.support.ServletContextScope
2989:             2             48  org.springframework.web.method.annotation.RequestHeaderMethodArgumentResolver
2990:             2             48  org.springframework.web.method.support.CompositeUriComponentsContributor
2991:             2             48  org.springframework.web.servlet.config.AnnotationDrivenBeanDefinitionParser$CompositeUriComponentsContributorFactoryBean
2992:             2             48  org.springframework.web.servlet.mvc.method.annotation.RequestPartMethodArgumentResolver
2993:             1             48  redis.clients.jedis.JedisClusterInfoCache
2994:             1             48  redis.clients.jedis.JedisClusterInfoCache
2995:             2             48  sun.management.ManagementFactoryHelper$1
2996:             3             48  sun.nio.ch.Util$2
2997:             1             48  sun.nio.cs.US_ASCII$Decoder
2998:             2             48  sun.nio.cs.ext.EUC_KR
2999:             2             48  sun.nio.cs.ext.JIS_X_0208_MS5022X
3000:             2             48  sun.nio.cs.ext.JIS_X_0212_MS5022X
3001:             3             48  sun.rmi.server.UnicastRef
3002:             2             48  sun.security.jca.ProviderList
3003:             2             48  sun.security.jca.ProviderList$3
3004:             2             48  sun.security.x509.AccessDescription
3005:             2             48  sun.security.x509.PolicyInformation
3006:             3             48  sun.text.normalizer.NormalizerBase$QuickCheckResult
3007:             1             48  sun.text.resources.FormatData
3008:             1             48  sun.text.resources.en.FormatData_en
3009:             1             48  sun.text.resources.en.FormatData_en_US
3010:             1             48  sun.text.resources.zh.FormatData_zh
3011:             1             48  sun.text.resources.zh.FormatData_zh_CN
3012:             1             48  sun.util.resources.CalendarData
3013:             1             48  sun.util.resources.CurrencyNames
3014:             1             48  sun.util.resources.TimeZoneNames
3015:             1             48  sun.util.resources.en.CalendarData_en
3016:             1             48  sun.util.resources.en.CurrencyNames_en_US
3017:             1             48  sun.util.resources.en.TimeZoneNames_en
3018:             1             48  sun.util.resources.zh.CalendarData_zh
3019:             1             48  sun.util.resources.zh.CurrencyNames_zh_CN
3020:             1             40  [Lcom.fasterxml.jackson.core.JsonParser$NumberType;
3021:             1             40  [Lcom.fasterxml.jackson.core.JsonParser$NumberType;
3022:             1             40  [Lcom.google.gson.FieldNamingPolicy;
3023:             1             40  [Lcom.google.gson.FieldNamingPolicy;
3024:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry;
3025:             1             40  [Lcom.sun.org.apache.xerces.internal.util.Status;
3026:             1             40  [Ljava.lang.management.MemoryPoolMXBean;
3027:             1             40  [Ljava.time.format.SignStyle;
3028:             1             40  [Ljava.time.format.TextStyle;
3029:             1             40  [Ljava.util.stream.StreamOpFlag;
3030:             1             40  [Ljavax.persistence.SharedCacheMode;
3031:             1             40  [Ljavax.persistence.SharedCacheMode;
3032:             2             40  [Lorg.apache.catalina.mapper.Mapper$MappedHost;
3033:             1             40  [Lorg.aspectj.lang.reflect.PerClauseKind;
3034:             1             40  [Lorg.aspectj.lang.reflect.PerClauseKind;
3035:             2             40  [Lorg.aspectj.weaver.UnresolvedType;
3036:             2             40  [Lorg.aspectj.weaver.UnresolvedType;
3037:             1             40  [Lorg.hibernate.CacheMode;
3038:             1             40  [Lorg.hibernate.FlushMode;
3039:             1             40  [Lorg.hibernate.engine.transaction.spi.LocalStatus;
3040:             1             40  [Lorg.hibernate.sql.JoinType;
3041:             1             40  [Lorg.hibernate.sql.JoinType;
3042:             1             40  [Lorg.hibernate.tuple.PropertyFactory$NonIdentifierAttributeNature;
3043:             1             40  [Lorg.hibernate.tuple.PropertyFactory$NonIdentifierAttributeNature;
3044:             1             40  [Lorg.jboss.logging.Logger$Level;
3045:             1             40  [Lorg.jboss.logging.Logger$Level;
3046:             1             40  [Lorg.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotationType;
3047:             1             40  [Lorg.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotationType;
3048:             1             40  [Lsun.security.jca.ServiceId;
3049:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type;
3050:             1             40  [[Ljava.lang.invoke.LambdaForm$Name;
3051:             1             40  antlr.LexerSharedInputState
3052:             1             40  com.fasterxml.jackson.databind.type.TypeBindings
3053:             1             40  com.google.gson.internal.Excluder
3054:             1             40  com.google.gson.internal.Excluder
3055:             1             40  com.mysql.jdbc.StandardSocketFactory
3056:             1             40  com.mysql.jdbc.util.ReadAheadInputStream
3057:             1             40  com.nubia.channel.cache.AutoLoadHandler
3058:             1             40  com.sun.beans.finder.MethodFinder$1
3059:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor
3060:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer
3061:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl
3062:             1             40  com.sun.org.apache.xerces.internal.impl.xs.XSParticleDecl
3063:             1             40  compressionFilters.CompressionFilter
3064:             1             40  java.beans.WeakIdentityMap$Entry
3065:             1             40  java.io.ObjectStreamClass$FieldReflector
3066:             1             40  java.io.ObjectStreamClass$FieldReflectorKey
3067:             1             40  java.io.StringReader
3068:             1             40  java.lang.invoke.MethodHandleImpl$AsVarargsCollector
3069:             1             40  java.time.format.DateTimeFormatterBuilder
3070:             1             40  java.util.ResourceBundle$1
3071:             1             40  javax.servlet.MultipartConfigElement
3072:             1             40  org.apache.catalina.mbeans.ConnectorMBean
3073:             1             40  org.apache.catalina.mbeans.ServiceMBean
3074:             1             40  org.apache.catalina.realm.MessageDigestCredentialHandler
3075:             1             40  org.apache.commons.logging.impl.LogFactoryImpl
3076:             1             40  org.apache.commons.logging.impl.LogFactoryImpl
3077:             1             40  org.apache.coyote.AbstractProtocol$RecycledProcessors
3078:             1             40  org.apache.ibatis.parsing.XNode
3079:             1             40  org.apache.log4j.helpers.PatternParser$CategoryPatternConverter
3080:             1             40  org.apache.log4j.helpers.PatternParser$CategoryPatternConverter
3081:             1             40  org.apache.log4j.helpers.PatternParser$DatePatternConverter
3082:             1             40  org.apache.log4j.helpers.PatternParser$DatePatternConverter
3083:             1             40  org.apache.log4j.spi.RootLogger
3084:             1             40  org.apache.log4j.spi.RootLogger
3085:             1             40  org.apache.tomcat.util.modeler.Registry
3086:             1             40  org.aspectj.weaver.patterns.AnyTypePattern
3087:             1             40  org.aspectj.weaver.patterns.AnyTypePattern
3088:             1             40  org.aspectj.weaver.patterns.NoTypePattern
3089:             1             40  org.aspectj.weaver.patterns.NoTypePattern
3090:             1             40  org.hibernate.dialect.MySQL5Dialect
3091:             1             40  org.hibernate.dialect.SQLServerDialect
3092:             1             40  org.hibernate.dialect.function.AnsiTrimEmulationFunction
3093:             1             40  org.hibernate.engine.spi.LoadQueryInfluencers
3094:             1             40  org.hibernate.engine.spi.LoadQueryInfluencers
3095:             1             40  org.hibernate.mapping.ForeignKey
3096:             1             40  org.hibernate.tuple.entity.EntityBasedCompositionAttribute
3097:             1             40  org.springframework.orm.hibernate4.support.OpenSessionInViewFilter
3098:             1             40  org.springframework.orm.hibernate4.support.OpenSessionInViewFilter
3099:             1             40  org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor
3100:             1             40  org.springframework.transaction.interceptor.DefaultTransactionAttribute
3101:             1             40  org.springframework.ui.context.support.ResourceBundleThemeSource
3102:             1             40  org.springframework.ui.context.support.ResourceBundleThemeSource
3103:             1             40  sun.management.DiagnosticCommandImpl
3104:             1             40  sun.management.resources.agent
3105:             1             40  sun.management.resources.agent_zh_CN
3106:             1             40  sun.misc.Cleaner
3107:             1             40  sun.nio.cs.StandardCharsets$Aliases
3108:             1             40  sun.nio.cs.StandardCharsets$Cache
3109:             1             40  sun.nio.cs.StandardCharsets$Classes
3110:             1             40  sun.nio.cs.ext.ExtendedCharsets
3111:             1             40  sun.security.provider.DSAPublicKeyImpl
3112:             1             40  sun.security.util.AuthResources
3113:             1             40  sun.security.util.AuthResources_zh_CN
3114:             1             40  sun.util.logging.resources.logging
3115:             1             40  sun.util.logging.resources.logging_zh_CN
3116:             1             32  [Lcn.nubia.framework.validator.internal.metadata.raw.ConfigurationSource;
3117:             1             32  [Lcn.nubia.framework.validator.internal.metadata.raw.ConfigurationSource;
3118:             1             32  [Lcn.nubia.framework.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType;
3119:             1             32  [Lcn.nubia.framework.validator.internal.util.ConcurrentReferenceHashMap$ReferenceType;
3120:             1             32  [Lcom.fasterxml.jackson.annotation.JsonInclude$Include;
3121:             1             32  [Lcom.fasterxml.jackson.core.JsonFactory$Feature;
3122:             1             32  [Lcom.fasterxml.jackson.core.JsonFactory$Feature;
3123:             2             32  [Lcom.fasterxml.jackson.databind.JavaType;
3124:             2             32  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
3125:             2             32  [Lcom.fasterxml.jackson.databind.deser.Deserializers;
3126:             1             32  [Lcom.nubia.channel.cache.AutoLoadQueueSortType;
3127:             1             32  [Lcom.nubia.channel.pipline.BasePipline$StorageKey;
3128:             1             32  [Lcom.sun.beans.util.Cache$Kind;
3129:             1             32  [Lcom.sun.jndi.ldap.pool.Pool;
3130:             1             32  [Lcom.sun.org.apache.xalan.internal.utils.XMLSecurityManager$NameMap;
3131:             1             32  [Lcom.sun.org.apache.xerces.internal.impl.dv.xs.AbstractDateTimeDV$DateTimeData;
3132:             1             32  [Ljava.io.ObjectStreamClass$ClassDataSlot;
3133:             2             32  [Ljava.lang.Enum;
3134:             1             32  [Ljava.lang.OutOfMemoryError;
3135:             1             32  [Ljava.lang.management.MemoryManagerMXBean;
3136:             1             32  [Ljava.net.Proxy$Type;
3137:             1             32  [Ljava.text.Normalizer$Form;
3138:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser;
3139:             1             32  [Ljava.time.format.FormatStyle;
3140:             1             32  [Ljava.time.format.ResolverStyle;
3141:             1             32  [Ljava.time.temporal.IsoFields$Field;
3142:             1             32  [Ljava.util.stream.StreamShape;
3143:             1             32  [Ljavax.persistence.DiscriminatorType;
3144:             1             32  [Ljavax.persistence.DiscriminatorType;
3145:             1             32  [Ljavax.persistence.InheritanceType;
3146:             1             32  [Ljavax.persistence.InheritanceType;
3147:             1             32  [Lorg.apache.catalina.WebResourceRoot$ResourceSetType;
3148:             1             32  [Lorg.apache.catalina.startup.ClassLoaderFactory$RepositoryType;
3149:             1             32  [Lorg.apache.ibatis.mapping.ParameterMode;
3150:             1             32  [Lorg.apache.ibatis.session.AutoMappingBehavior;
3151:             1             32  [Lorg.apache.ibatis.session.ExecutorType;
3152:             1             32  [Lorg.apache.tomcat.JarScanType;
3153:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$Acceptor$AcceptorState;
3154:             1             32  [Lorg.apache.tomcat.util.net.AbstractEndpoint$BindState;
3155:             1             32  [Lorg.apache.tomcat.util.net.jsse.openssl.Protocol;
3156:             1             32  [Lorg.apache.tomcat.websocket.pojo.PojoMethodMapping$MethodType;
3157:             2             32  [Lorg.aspectj.apache.bcel.classfile.Attribute;
3158:             2             32  [Lorg.aspectj.apache.bcel.classfile.Field;
3159:             2             32  [Lorg.aspectj.apache.bcel.classfile.Method;
3160:             1             32  [Lorg.hibernate.ConnectionReleaseMode;
3161:             1             32  [Lorg.hibernate.ConnectionReleaseMode;
3162:             1             32  [Lorg.hibernate.MultiTenancyStrategy;
3163:             1             32  [Lorg.hibernate.MultiTenancyStrategy;
3164:             1             32  [Lorg.hibernate.NullPrecedence;
3165:             1             32  [Lorg.hibernate.NullPrecedence;
3166:             1             32  [Lorg.hibernate.annotations.OptimisticLockType;
3167:             1             32  [Lorg.hibernate.annotations.OptimisticLockType;
3168:             1             32  [Lorg.hibernate.cache.spi.access.AccessType;
3169:             1             32  [Lorg.hibernate.cache.spi.access.AccessType;
3170:             1             32  [Lorg.hibernate.cfg.AccessType;
3171:             1             32  [Lorg.hibernate.cfg.AccessType;
3172:             1             32  [Lorg.hibernate.cfg.AnnotatedClassType;
3173:             1             32  [Lorg.hibernate.cfg.AnnotatedClassType;
3174:             1             32  [Lorg.hibernate.cfg.annotations.Nullability;
3175:             1             32  [Lorg.hibernate.cfg.annotations.Nullability;
3176:             1             32  [Lorg.hibernate.cfg.beanvalidation.GroupsPerOperation$Operation;
3177:             1             32  [Lorg.hibernate.cfg.beanvalidation.GroupsPerOperation$Operation;
3178:             1             32  [Lorg.hibernate.cfg.beanvalidation.ValidationMode;
3179:             1             32  [Lorg.hibernate.cfg.beanvalidation.ValidationMode;
3180:             1             32  [Lorg.hibernate.engine.FetchStyle;
3181:             1             32  [Lorg.hibernate.engine.FetchStyle;
3182:             1             32  [Lorg.hibernate.engine.FetchTiming;
3183:             1             32  [Lorg.hibernate.engine.FetchTiming;
3184:             1             32  [Lorg.hibernate.engine.OptimisticLockStyle;
3185:             1             32  [Lorg.hibernate.engine.OptimisticLockStyle;
3186:             1             32  [Lorg.hibernate.engine.jdbc.internal.FormatStyle;
3187:             1             32  [Lorg.hibernate.engine.jdbc.spi.ExtractedDatabaseMetaData$SQLStateType;
3188:             1             32  [Lorg.hibernate.engine.jdbc.spi.ExtractedDatabaseMetaData$SQLStateType;
3189:             2             32  [Lorg.hibernate.engine.query.spi.OrdinalParameterDescriptor;
3190:             1             32  [Lorg.hibernate.engine.spi.EntityEntry$BooleanState;
3191:             1             32  [Lorg.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform$WebSphereEnvironment;
3192:             1             32  [Lorg.hibernate.engine.transaction.jta.platform.internal.WebSphereJtaPlatform$WebSphereEnvironment;
3193:             1             32  [Lorg.hibernate.engine.transaction.spi.JoinStatus;
3194:             1             32  [Lorg.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction;
3195:             1             32  [Lorg.hibernate.internal.util.collections.BoundedConcurrentHashMap$Eviction;
3196:             1             32  [Lorg.hibernate.internal.util.collections.BoundedConcurrentHashMap$Recency;
3197:             1             32  [Lorg.hibernate.internal.util.collections.BoundedConcurrentHashMap$Recency;
3198:             1             32  [Lorg.hibernate.internal.util.collections.ConcurrentReferenceHashMap$ReferenceType;
3199:             1             32  [Lorg.hibernate.loader.BatchFetchStyle;
3200:             1             32  [Lorg.hibernate.loader.BatchFetchStyle;
3201:             1             32  [Lorg.hibernate.loader.plan.spi.LoadPlan$Disposition;
3202:             1             32  [Lorg.hibernate.loader.plan.spi.LoadPlan$Disposition;
3203:             1             32  [Lorg.hibernate.loader.plan.spi.QuerySpace$Disposition;
3204:             1             32  [Lorg.hibernate.loader.plan.spi.QuerySpace$Disposition;
3205:             1             32  [Lorg.hibernate.metamodel.relational.Size$LobMultiplier;
3206:             1             32  [Lorg.hibernate.metamodel.relational.Size$LobMultiplier;
3207:             1             32  [Lorg.hibernate.tuple.GenerationTiming;
3208:             1             32  [Lorg.hibernate.tuple.GenerationTiming;
3209:             1             32  [Lorg.springframework.context.annotation.ScopedProxyMode;
3210:             1             32  [Lorg.springframework.context.annotation.ScopedProxyMode;
3211:             1             32  [Lorg.springframework.core.type.filter.TypeFilter;
3212:             1             32  [Lorg.springframework.core.type.filter.TypeFilter;
3213:             1             32  [Lorg.springframework.expression.spel.SpelCompilerMode;
3214:             1             32  [Lorg.springframework.expression.spel.SpelCompilerMode;
3215:             1             32  [Lorg.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type;
3216:             2             32  [Lorg.springframework.web.context.request.async.CallableProcessingInterceptor;
3217:             2             32  [Lorg.springframework.web.context.request.async.DeferredResultProcessingInterceptor;
3218:             1             32  [Lsun.nio.fs.NativeBuffer;
3219:             1             32  [Lsun.security.provider.NativePRNG$Variant;
3220:             2             32  [[Lorg.aspectj.weaver.ResolvedType;
3221:             2             32  [[Lorg.aspectj.weaver.ResolvedType;
3222:             1             32  antlr.CharBuffer
3223:             1             32  antlr.CharQueue
3224:             1             32  antlr.TokenBuffer
3225:             1             32  antlr.TokenQueue
3226:             2             32  cn.nubia.framework.core.ApplicationContextHelper
3227:             2             32  cn.nubia.framework.validator.internal.engine.DefaultParameterNameProvider
3228:             2             32  cn.nubia.framework.validator.internal.engine.constraintvalidation.ConstraintValidatorFactoryImpl
3229:             2             32  cn.nubia.framework.validator.internal.engine.constraintvalidation.ConstraintValidatorFactoryImpl
3230:             2             32  cn.nubia.framework.validator.internal.engine.resolver.DefaultTraversableResolver
3231:             2             32  cn.nubia.framework.validator.internal.metadata.core.ConstraintHelper$ValidatorClassMap
3232:             2             32  cn.nubia.framework.validator.internal.util.ExecutableHelper
3233:             2             32  cn.nubia.framework.validator.internal.util.TypeResolutionHelper
3234:             2             32  com.alibaba.druid.pool.DruidDataSourceStatLoggerImpl
3235:             2             32  com.alibaba.druid.pool.DruidDataSourceStatLoggerImpl
3236:             1             32  com.alibaba.druid.proxy.DruidDriver
3237:             2             32  com.fasterxml.classmate.TypeResolver
3238:             2             32  com.fasterxml.classmate.util.ResolvedTypeCache
3239:             1             32  com.fasterxml.jackson.core.io.SerializedString
3240:             1             32  com.fasterxml.jackson.core.util.DefaultPrettyPrinter
3241:             1             32  com.fasterxml.jackson.core.util.DefaultPrettyPrinter
3242:             1             32  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
3243:             1             32  com.fasterxml.jackson.databind.cfg.DeserializerFactoryConfig
3244:             1             32  com.fasterxml.jackson.databind.introspect.AnnotatedConstructor
3245:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
3246:             1             32  com.fasterxml.jackson.databind.introspect.VisibilityChecker$Std
3247:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
3248:             2             32  com.fasterxml.jackson.databind.node.JsonNodeFactory
3249:             2             32  com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Empty
3250:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
3251:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer
3252:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
3253:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$FloatSerializer
3254:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
3255:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
3256:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
3257:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntegerSerializer
3258:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
3259:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer
3260:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
3261:             1             32  com.fasterxml.jackson.databind.ser.std.NumberSerializers$ShortSerializer
3262:             1             32  com.fasterxml.jackson.databind.type.TypeFactory
3263:             1             32  com.fasterxml.jackson.databind.type.TypeFactory
3264:             2             32  com.mysql.jdbc.Driver
3265:             1             32  com.mysql.jdbc.JDBC4DatabaseMetaData
3266:             1             32  com.mysql.jdbc.NonRegisteringDriver$ConnectionPhantomReference
3267:             1             32  com.mysql.jdbc.authentication.Sha256PasswordPlugin
3268:             2             32  com.nubia.channel.aspectj.FormAspect
3269:             1             32  com.nubia.channel.cache.AutoLoadConfig
3270:             1             32  com.nubia.channel.cache.CachePointCut
3271:             2             32  com.nubia.channel.common.BaseDao
3272:             2             32  com.nubia.channel.common.BaseService
3273:             1             32  com.nubia.channel.component.ShopStateManager
3274:             2             32  com.nubia.channel.controller.ImeiCheckController
3275:             2             32  com.nubia.channel.controller.RegionController
3276:             2             32  com.nubia.channel.controller.SalesAccountController
3277:             2             32  com.nubia.channel.controller.SelectRegionController
3278:             2             32  com.nubia.channel.controller.TestController
3279:             2             32  com.nubia.channel.controller.UserBehaviorController
3280:             2             32  com.nubia.channel.controller.UserLoginArea
3281:             2             32  com.nubia.channel.excel.interceptor.ExportExcelInterceptor
3282:             2             32  com.nubia.channel.mvc.aspectj.FormAspect
3283:             2             32  com.nubia.channel.mvc.exception.ApiExceptionHandler
3284:             2             32  com.nubia.channel.mvc.service.impl.CsmServiceImpl
3285:             2             32  com.nubia.channel.mvc.service.impl.ExternalAuthConfigServiceImpl
3286:             2             32  com.nubia.channel.service.impl.AppMenuServiceImpl
3287:             2             32  com.nubia.channel.service.impl.AppPCMenuServiceImpl
3288:             2             32  com.nubia.channel.service.impl.BasicDataServiceImpl
3289:             2             32  com.nubia.channel.service.impl.ChannelServiceImpl
3290:             2             32  com.nubia.channel.service.impl.ConfigServiceImpl
3291:             2             32  com.nubia.channel.service.impl.ConstServiceImpl
3292:             2             32  com.nubia.channel.service.impl.CustomerSearchServiceImpl
3293:             2             32  com.nubia.channel.service.impl.CustomerServiceImpl
3294:             2             32  com.nubia.channel.service.impl.DataGatherAPPServiceImpl
3295:             2             32  com.nubia.channel.service.impl.DataProductServiceImpl
3296:             2             32  com.nubia.channel.service.impl.DataStatServiceImpl
3297:             2             32  com.nubia.channel.service.impl.ElsewhereServiceImpl
3298:             2             32  com.nubia.channel.service.impl.ElsewhereWholeServiceImpl
3299:             2             32  com.nubia.channel.service.impl.ExportLogServiceImpl
3300:             2             32  com.nubia.channel.service.impl.FeedbackServiceImpl
3301:             2             32  com.nubia.channel.service.impl.ImeiSearchServiceImpl
3302:             2             32  com.nubia.channel.service.impl.NewCustomerServiceImpl
3303:             2             32  com.nubia.channel.service.impl.NiusaoShopServiceImpl
3304:             2             32  com.nubia.channel.service.impl.PlatformServiceImpl
3305:             2             32  com.nubia.channel.service.impl.ProductMarketServiceImpl
3306:             2             32  com.nubia.channel.service.impl.ProductServiceImpl
3307:             2             32  com.nubia.channel.service.impl.RegionRoleServiceImpl
3308:             2             32  com.nubia.channel.service.impl.RegionServiceImpl
3309:             2             32  com.nubia.channel.service.impl.RoleMenuServiceImpl
3310:             2             32  com.nubia.channel.service.impl.SaleServiceImpl
3311:             2             32  com.nubia.channel.service.impl.SalesAccountServiceImpl
3312:             2             32  com.nubia.channel.service.impl.SalesRegionRegionServiceImpl
3313:             2             32  com.nubia.channel.service.impl.SalesRegionServiceImpl
3314:             2             32  com.nubia.channel.service.impl.SheetNoServiceImpl
3315:             2             32  com.nubia.channel.service.impl.StockoutTraceServiceImpl
3316:             2             32  com.nubia.channel.service.impl.StoreAppServiceIml
3317:             2             32  com.nubia.channel.service.impl.StoreUpgradeServiceImpl
3318:             2             32  com.nubia.channel.service.impl.TestServiceImpl
3319:             2             32  com.nubia.channel.service.impl.TmallCustomerServiceImpl
3320:             2             32  com.nubia.channel.service.impl.UserBehaviorServiceImpl
3321:             2             32  com.nubia.product.service.impl.ProductServiceImpl
3322:             2             32  com.nubia.rbac.service.impl.AdminLogServiceImpl
3323:             2             32  com.nubia.rbac.service.impl.DynamicResServiceImpl
3324:             2             32  com.nubia.rbac.service.impl.MenuServiceImpl
3325:             2             32  com.nubia.rbac.service.impl.ResTypeServiceImpl
3326:             2             32  com.nubia.rbac.service.impl.RoleServiceImpl
3327:             1             32  com.nubia.rbac.service.impl.SysUserServiceImpl
